returnername,gamescore,returnPointProbability_top20,opponentScore,playerscore
Jack Sock,30-40,.37142858,2,3
Jack Sock,40-0,.32307693,3,0
Jack Sock,40-15,.33333334,3,1
Jack Sock,40-30,.22413793,3,2
Jack Sock,40-40,.26530612,3,3
Jack Sock,40-50,.53846157,3,4
Jack Sock,50-40,.22222222,4,3
James Duckworth,0-0,.33962265,0,0
James Duckworth,0-15,.3888889,0,1
James Duckworth,0-30,.5714286,0,2
James Duckworth,0-40,.25,0,3
James Duckworth,15-0,.17142858,1,0
James Duckworth,15-15,.41176471,1,1
James Duckworth,15-30,.60000002,1,2
James Duckworth,15-40,.11111111,1,3
James Duckworth,30-0,.20689656,2,0
James Duckworth,30-15,.25,2,1
James Duckworth,30-30,.125,2,2
James Duckworth,30-40,.55555558,2,3
James Duckworth,40-0,.2173913,3,0
James Duckworth,40-15,.41176471,3,1
James Duckworth,40-30,.2857143,3,2
James Duckworth,40-40,.42857143,3,3
James Duckworth,40-50,.33333334,3,4
James Duckworth,50-40,.25,4,3
James Ward,0-0,.35714287,0,0
James Ward,0-15,0,0,1
James Ward,15-0,.44444445,1,0
James Ward,15-15,.3888889,1,1
James Ward,15-30,.14285715,1,2
James Ward,15-40,0,1,3
James Ward,30-0,.1,2,0
James Ward,30-15,.41666666,2,1
James Ward,30-30,.27272728,2,2
James Ward,30-40,.25,2,3
James Ward,40-0,.44444445,3,0
James Ward,40-15,.27272728,3,1
James Ward,40-30,.18181819,3,2
James Ward,40-40,.14285715,3,3
James Ward,40-50,0,3,4
James Ward,50-40,.16666667,4,3
Jan-Lennard Struff,0-0,.35294119,0,0
Jan-Lennard Struff,0-15,.375,0,1
Jan-Lennard Struff,0-30,.44444445,0,2
Jan-Lennard Struff,0-40,0,0,3
Jan-Lennard Struff,15-0,.36363637,1,0
Jan-Lennard Struff,15-15,.45161289,1,1
Jan-Lennard Struff,15-30,.36842105,1,2
Jan-Lennard Struff,15-40,.27272728,1,3
Jan-Lennard Struff,30-0,.2857143,2,0
Jan-Lennard Struff,30-15,.23999999,2,1
Jan-Lennard Struff,30-30,.33333334,2,2
Jan-Lennard Struff,30-40,.35714287,2,3
Jan-Lennard Struff,40-0,.44999999,3,0
Jan-Lennard Struff,40-15,.2857143,3,1
Jan-Lennard Struff,40-30,.5,3,2
Jan-Lennard Struff,40-40,.20833333,3,3
Jan-Lennard Struff,40-50,.40000001,3,4
Jan-Lennard Struff,50-40,.10526316,4,3
Janko Tipsarevic,0-0,.30769232,0,0
Janko Tipsarevic,0-15,.375,0,1
Janko Tipsarevic,0-30,.33333334,0,2
Janko Tipsarevic,0-40,0,0,3
Janko Tipsarevic,15-0,.44444445,1,0
Janko Tipsarevic,15-15,.38461539,1,1
Janko Tipsarevic,15-30,.5714286,1,2
Janko Tipsarevic,15-40,.60000002,1,3
Janko Tipsarevic,30-0,.30000001,2,0
Janko Tipsarevic,30-15,.27272728,2,1
Janko Tipsarevic,30-30,.16666667,2,2
Janko Tipsarevic,30-40,.33333334,2,3
Janko Tipsarevic,40-0,.2857143,3,0
Janko Tipsarevic,40-15,.40000001,3,1
Janko Tipsarevic,40-30,.44444445,3,2
Janko Tipsarevic,40-40,.34999999,3,3
Janko Tipsarevic,40-50,.14285715,3,4
Janko Tipsarevic,50-40,.61538464,4,3
Jared Donaldson,0-0,.090909094,0,0
Jared Donaldson,0-15,0,0,1
Jared Donaldson,15-0,.2,1,0
Jared Donaldson,15-15,0,1,1
Jared Donaldson,30-0,.25,2,0
Jared Donaldson,30-15,.2,2,1
Jared Donaldson,30-30,1,2,2
Jared Donaldson,30-40,0,2,3
Jared Donaldson,40-0,.33333334,3,0
Jared Donaldson,40-15,.5,3,1
Jared Donaldson,40-30,0,3,2
Jared Donaldson,40-40,0,3,3
Jared Donaldson,50-40,0,4,3
Jarkko Nieminen,0-0,.28125,0,0
Jarkko Nieminen,0-15,.11111111,0,1
Jarkko Nieminen,0-30,0,0,2
Jarkko Nieminen,15-0,.28260869,1,0
Jarkko Nieminen,15-15,.20689656,1,1
Jarkko Nieminen,15-30,.375,1,2
Jarkko Nieminen,15-40,.66666669,1,3
Jarkko Nieminen,30-0,.27272728,2,0
Jarkko Nieminen,30-15,.21875,2,1
Jarkko Nieminen,30-30,.25,2,2
Jarkko Nieminen,30-40,.25,2,3
Jarkko Nieminen,40-0,.16666667,3,0
Jarkko Nieminen,40-15,.27586207,3,1
Jarkko Nieminen,40-30,.47058824,3,2
Jarkko Nieminen,40-40,.16666667,3,3
Jarkko Nieminen,40-50,.33333334,3,4
Jarkko Nieminen,50-40,.33333334,4,3
Jeremy Chardy,0-0,.29661018,0,0
Jeremy Chardy,0-15,.34285715,0,1
Jeremy Chardy,0-30,.33333334,0,2
Jeremy Chardy,0-40,.5,0,3
Jeremy Chardy,15-0,.33132529,1,0
Jeremy Chardy,15-15,.34653464,1,1
Jeremy Chardy,15-30,.35294119,1,2
Jeremy Chardy,15-40,.45454547,1,3
Jeremy Chardy,30-0,.27927929,2,0
Jeremy Chardy,30-15,.30927834,2,1
Jeremy Chardy,30-30,.42857143,2,2
Jeremy Chardy,30-40,.38461539,2,3
Jeremy Chardy,40-0,.32499999,3,0
Jeremy Chardy,40-15,.34408602,3,1
Jeremy Chardy,40-30,.20588236,3,2
Jeremy Chardy,40-40,.375,3,3
Jeremy Chardy,40-50,.54166669,3,4
Jeremy Chardy,50-40,.375,4,3
Jerzy Janowicz,0-0,.42696628,0,0
Jerzy Janowicz,0-15,.36842105,0,1
Jerzy Janowicz,0-30,.2857143,0,2
Jerzy Janowicz,0-40,.25,0,3
Jerzy Janowicz,15-0,.41176471,1,0
Jerzy Janowicz,15-15,.26666668,1,1
Jerzy Janowicz,15-30,.45454547,1,2
Jerzy Janowicz,15-40,.53846157,1,3
Jerzy Janowicz,30-0,.16666667,2,0
Jerzy Janowicz,30-15,.2631579,2,1
Jerzy Janowicz,30-30,.54545456,2,2
Jerzy Janowicz,30-40,.27777779,2,3
Jerzy Janowicz,40-0,.2,3,0
Jerzy Janowicz,40-15,.36363637,3,1
Jerzy Janowicz,40-30,.27272728,3,2
Jerzy Janowicz,40-40,.34285715,3,3
Jerzy Janowicz,40-50,.33333334,3,4
Jerzy Janowicz,50-40,.34782609,4,3
Jesse Huta Galung,0-0,.35714287,0,0
Jesse Huta Galung,0-15,.60000002,0,1
Jesse Huta Galung,0-30,.33333334,0,2
Jesse Huta Galung,0-40,0,0,3
Jesse Huta Galung,15-0,.33333334,1,0
Jesse Huta Galung,15-15,.40000001,1,1
Jesse Huta Galung,15-30,.5,1,2
Jesse Huta Galung,15-40,.33333334,1,3
Jesse Huta Galung,30-0,.33333334,2,0
Jesse Huta Galung,30-15,.40000001,2,1
Jesse Huta Galung,30-30,0,2,2
Jesse Huta Galung,30-40,0,2,3
Jesse Huta Galung,40-0,.25,3,0
Jesse Huta Galung,40-15,.75,3,1
Jesse Huta Galung,40-30,.42857143,3,2
Jesse Huta Galung,40-40,.2857143,3,3
Jesse Huta Galung,40-50,.25,3,4
Jesse Huta Galung,50-40,.60000002,4,3
Jimmy Wang,0-0,.1875,0,0
Jimmy Wang,0-15,0,0,1
Jimmy Wang,15-0,.23076923,1,0
Jimmy Wang,15-15,.16666667,1,1
Jimmy Wang,15-30,0,1,2
Jimmy Wang,30-0,.40000001,2,0
Jimmy Wang,30-15,.22222222,2,1
Jimmy Wang,30-30,.33333334,2,2
Jimmy Wang,30-40,0,2,3
Jimmy Wang,40-0,0,3,0
Jimmy Wang,40-15,.2857143,3,1
Jimmy Wang,40-30,0,3,2
Jimmy Wang,40-40,0,3,3
Jimmy Wang,50-40,0,4,3
Jiri Vesely,0-0,.33684212,0,0
Jiri Vesely,0-15,.21875,0,1
Jiri Vesely,0-30,.2857143,0,2
Jiri Vesely,0-40,0,0,3
Jiri Vesely,15-0,.19047619,1,0
Jiri Vesely,15-15,.24324325,1,1
Jiri Vesely,15-30,.2857143,1,2
Jiri Vesely,15-40,.33333334,1,3
Jiri Vesely,30-0,.33333334,2,0
Jiri Vesely,30-15,.40000001,2,1
Jiri Vesely,30-30,.39285713,2,2
Jiri Vesely,30-40,.2,2,3
Jiri Vesely,40-0,.35294119,3,0
Jiri Vesely,40-15,.38461539,3,1
Jiri Vesely,40-30,.375,3,2
Jiri Vesely,40-40,.29411766,3,3
Jiri Vesely,40-50,.40000001,3,4
Jiri Vesely,50-40,.16666667,4,3
Jo-Wilfried Tsonga,0-0,.39344263,0,0
Jo-Wilfried Tsonga,0-15,.375,0,1
Jo-Wilfried Tsonga,0-30,.18518518,0,2
Jo-Wilfried Tsonga,0-40,0,0,3
Jo-Wilfried Tsonga,15-0,.35135135,1,0
Jo-Wilfried Tsonga,15-15,.39285713,1,1
Jo-Wilfried Tsonga,15-30,.40000001,1,2
Jo-Wilfried Tsonga,15-40,.22222222,1,3
Jo-Wilfried Tsonga,30-0,.33333334,2,0
Jo-Wilfried Tsonga,30-15,.28,2,1
Jo-Wilfried Tsonga,30-30,.44444445,2,2
Jo-Wilfried Tsonga,30-40,.40000001,2,3
Jo-Wilfried Tsonga,40-0,.39583334,3,0
Jo-Wilfried Tsonga,40-15,.39726028,3,1
Jo-Wilfried Tsonga,40-30,.33898306,3,2
Jo-Wilfried Tsonga,40-40,.36904761,3,3
Jo-Wilfried Tsonga,40-50,.25806451,3,4
Jo-Wilfried Tsonga,50-40,.26415095,4,3
Joao Sousa,0-0,.3255814,0,0
Joao Sousa,0-15,.32142857,0,1
Joao Sousa,0-30,.055555556,0,2
Joao Sousa,0-40,0,0,3
Joao Sousa,15-0,.36206895,1,0
Joao Sousa,15-15,.27500001,1,1
Joao Sousa,15-30,.30769232,1,2
Joao Sousa,15-40,.23076923,1,3
Joao Sousa,30-0,.28378379,2,0
Joao Sousa,30-15,.39240506,2,1
Joao Sousa,30-30,.27586207,2,2
Joao Sousa,30-40,.34615386,2,3
Joao Sousa,40-0,.26415095,3,0
Joao Sousa,40-15,.25806451,3,1
Joao Sousa,40-30,.3275862,3,2
Joao Sousa,40-40,.29508197,3,3
Joao Sousa,40-50,.27777779,3,4
Joao Sousa,50-40,.27906978,4,3
Joao Souza,0-0,.18181819,0,0
Joao Souza,0-15,0,0,1
Joao Souza,15-0,.33333334,1,0
Joao Souza,15-15,.2,1,1
Joao Souza,15-30,0,1,2
Joao Souza,30-0,0,2,0
Joao Souza,30-15,0,2,1
Joao Souza,30-30,0,2,2
Joao Souza,40-0,.16666667,3,0
Joao Souza,40-15,.2,3,1
Joao Souza,40-30,0,3,2
John Isner,0-0,.2857143,0,0
John Isner,0-15,.2638889,0,1
John Isner,0-30,.31578946,0,2
John Isner,0-40,.33333334,0,3
John Isner,15-0,.2888889,1,0
John Isner,15-15,.25714287,1,1
John Isner,15-30,.34999999,1,2
John Isner,15-40,.3888889,1,3
John Isner,30-0,.2265625,2,0
John Isner,30-15,.25233644,2,1
John Isner,30-30,.18867925,2,2
John Isner,30-40,.14285715,2,3
John Isner,40-0,.22222222,3,0
John Isner,40-15,.20588236,3,1
John Isner,40-30,.265625,3,2
John Isner,40-40,.24561404,3,3
John Isner,40-50,.14285715,3,4
John Isner,50-40,.23255815,4,3
John Millman,0-0,.31818181,0,0
John Millman,0-15,.21428572,0,1
John Millman,0-30,.66666669,0,2
John Millman,0-40,0,0,3
John Millman,15-0,.23333333,1,0
John Millman,15-15,.3888889,1,1
John Millman,15-30,.625,1,2
John Millman,15-40,.14285715,1,3
John Millman,30-0,.43478259,2,0
John Millman,30-15,.38095239,2,1
John Millman,30-30,.18181819,2,2
John Millman,30-40,0,2,3
John Millman,40-0,.07692308,3,0
John Millman,40-15,.14285715,3,1
John Millman,40-30,.18181819,3,2
John Millman,40-40,.41666666,3,3
John Millman,40-50,.80000001,3,4
John Millman,50-40,.14285715,4,3
John-Patrick Smith,0-0,.42105263,0,0
John-Patrick Smith,0-15,0,0,1
John-Patrick Smith,15-0,.090909094,1,0
John-Patrick Smith,15-15,.33333334,1,1
John-Patrick Smith,15-30,.33333334,1,2
John-Patrick Smith,15-40,0,1,3
John-Patrick Smith,30-0,.60000002,2,0
John-Patrick Smith,30-15,.16666667,2,1
John-Patrick Smith,30-30,.5,2,2
John-Patrick Smith,30-40,0,2,3
John-Patrick Smith,40-0,.5,3,0
John-Patrick Smith,40-15,.41666666,3,1
John-Patrick Smith,40-30,.42857143,3,2
John-Patrick Smith,40-40,.375,3,3
John-Patrick Smith,40-50,1,3,4
John-Patrick Smith,50-40,.40000001,4,3
Juan Monaco,0-0,.29333332,0,0
Juan Monaco,0-15,.31818181,0,1
Juan Monaco,0-30,.14285715,0,2
Juan Monaco,0-40,0,0,3
Juan Monaco,15-0,.33962265,1,0
Juan Monaco,15-15,.24242425,1,1
Juan Monaco,15-30,.5714286,1,2
Juan Monaco,15-40,.33333334,1,3
Juan Monaco,30-0,.37142858,2,0
Juan Monaco,30-15,.2631579,2,1
Juan Monaco,30-30,.4375,2,2
Juan Monaco,30-40,.30769232,2,3
Juan Monaco,40-0,.36363637,3,0
Juan Monaco,40-15,.5,3,1
Juan Monaco,40-30,.33333334,3,2
Juan Monaco,40-40,.28125,3,3
Juan Monaco,40-50,.66666669,3,4
Juan Monaco,50-40,.47826087,4,3
Jurgen Melzer,0-0,.11764706,0,0
Jurgen Melzer,0-15,.75,0,1
Jurgen Melzer,0-30,0,0,2
Jurgen Melzer,15-0,.13333334,1,0
Jurgen Melzer,15-15,0,1,1
Jurgen Melzer,15-30,.66666669,1,2
Jurgen Melzer,15-40,0,1,3
Jurgen Melzer,30-0,.1923077,2,0
Jurgen Melzer,30-15,.60000002,2,1
Jurgen Melzer,30-30,.42857143,2,2
Jurgen Melzer,30-40,.2,2,3
Jurgen Melzer,40-0,.23809524,3,0
Jurgen Melzer,40-15,.22222222,3,1
Jurgen Melzer,40-30,.5,3,2
Jurgen Melzer,40-40,.42857143,3,3
Jurgen Melzer,40-50,0,3,4
Jurgen Melzer,50-40,.125,4,3
Kei Nishikori,0-0,.34527686,0,0
Kei Nishikori,0-15,.3773585,0,1
Kei Nishikori,0-30,.34999999,0,2
Kei Nishikori,0-40,.2857143,0,3
Kei Nishikori,15-0,.31840795,1,0
Kei Nishikori,15-15,.33076924,1,1
Kei Nishikori,15-30,.46376812,1,2
Kei Nishikori,15-40,.52380955,1,3
Kei Nishikori,30-0,.34306568,2,0
Kei Nishikori,30-15,.3283582,2,1
Kei Nishikori,30-30,.49382716,2,2
Kei Nishikori,30-40,.46666667,2,3
Kei Nishikori,40-0,.34444445,3,0
Kei Nishikori,40-15,.3140496,3,1
Kei Nishikori,40-30,.37974682,3,2
Kei Nishikori,40-40,.35344827,3,3
Kei Nishikori,40-50,.36585367,3,4
Kei Nishikori,50-40,.37333333,4,3
Kenny De Schepper,0-0,.27272728,0,0
Kenny De Schepper,0-15,1,0,1
Kenny De Schepper,0-30,0,0,2
Kenny De Schepper,15-0,.5,1,0
Kenny De Schepper,15-15,.25,1,1
Kenny De Schepper,15-30,.25,1,2
Kenny De Schepper,15-40,0,1,3
Kenny De Schepper,30-0,.25,2,0
Kenny De Schepper,30-15,.25,2,1
Kenny De Schepper,30-30,.25,2,2
Kenny De Schepper,30-40,0,2,3
Kenny De Schepper,40-0,.33333334,3,0
Kenny De Schepper,40-15,0,3,1
Kenny De Schepper,40-30,.33333334,3,2
Kenny De Schepper,40-40,0,3,3
Kenny De Schepper,50-40,.25,4,3
Kenny de Schepper,0-0,.27272728,0,0
Kenny de Schepper,0-15,.11111111,0,1
Kenny de Schepper,0-30,1,0,2
Kenny de Schepper,0-40,0,0,3
Kenny de Schepper,15-0,.29166666,1,0
Kenny de Schepper,15-15,.13333334,1,1
Kenny de Schepper,15-30,0,1,2
Kenny de Schepper,15-40,1,1,3
Kenny de Schepper,30-0,.35294119,2,0
Kenny de Schepper,30-15,.21052632,2,1
Kenny de Schepper,30-30,.16666667,2,2
Kenny de Schepper,30-40,0,2,3
Kenny de Schepper,40-0,.45454547,3,0
Kenny de Schepper,40-15,.40000001,3,1
Kenny de Schepper,40-30,.15384616,3,2
Kenny de Schepper,40-40,.25,3,3
Kenny de Schepper,40-50,0,3,4
Kenny de Schepper,50-40,0,4,3
Kevin Anderson,0-0,.23333333,0,0
Kevin Anderson,0-15,.2857143,0,1
Kevin Anderson,0-30,.1875,0,2
Kevin Anderson,0-40,0,0,3
Kevin Anderson,15-0,.26086956,1,0
Kevin Anderson,15-15,.28409091,1,1
Kevin Anderson,15-30,.36842105,1,2
Kevin Anderson,15-40,.11764706,1,3
Kevin Anderson,30-0,.30147058,2,0
Kevin Anderson,30-15,.32692307,2,1
Kevin Anderson,30-30,.22413793,2,2
Kevin Anderson,30-40,.2857143,2,3
Kevin Anderson,40-0,.31578946,3,0
Kevin Anderson,40-15,.19,3,1
Kevin Anderson,40-30,.328125,3,2
Kevin Anderson,40-40,.35135135,3,3
Kevin Anderson,40-50,.26923078,3,4
Kevin Anderson,50-40,.29166666,4,3
Leonardo Mayer,0-0,.25423729,0,0
Leonardo Mayer,0-15,.33333334,0,1
Leonardo Mayer,0-30,.1,0,2
Leonardo Mayer,0-40,0,0,3
Leonardo Mayer,15-0,.25,1,0
Leonardo Mayer,15-15,.23809524,1,1
Leonardo Mayer,15-30,.2631579,1,2
Leonardo Mayer,15-40,.16666667,1,3
Leonardo Mayer,30-0,.34848484,2,0
Leonardo Mayer,30-15,.29090908,2,1
Leonardo Mayer,30-30,.1,2,2
Leonardo Mayer,30-40,0,2,3
Leonardo Mayer,40-0,.20930232,3,0
Leonardo Mayer,40-15,.33333334,3,1
Leonardo Mayer,40-30,.3255814,3,2
Leonardo Mayer,40-40,.32432431,3,3
Leonardo Mayer,40-50,.25,3,4
Leonardo Mayer,50-40,.23999999,4,3
Liam Broady,0-0,.07692308,0,0
Liam Broady,0-15,0,0,1
Liam Broady,15-0,.33333334,1,0
Liam Broady,15-15,.60000002,1,1
Liam Broady,15-30,.33333334,1,2
Liam Broady,15-40,0,1,3
Liam Broady,30-0,.25,2,0
Liam Broady,30-15,.25,2,1
Liam Broady,30-30,0,2,2
Liam Broady,30-40,1,2,3
Liam Broady,40-0,.16666667,3,0
Liam Broady,40-15,0,3,1
Liam Broady,40-30,0,3,2
Lleyton Hewitt,0-0,.36585367,0,0
Lleyton Hewitt,0-15,.46666667,0,1
Lleyton Hewitt,0-30,.5714286,0,2
Lleyton Hewitt,0-40,.5,0,3
Lleyton Hewitt,15-0,.30769232,1,0
Lleyton Hewitt,15-15,.1875,1,1
Lleyton Hewitt,15-30,.33333334,1,2
Lleyton Hewitt,15-40,0,1,3
Lleyton Hewitt,30-0,.3888889,2,0
Lleyton Hewitt,30-15,.44999999,2,1
Lleyton Hewitt,30-30,.53846157,2,2
Lleyton Hewitt,30-40,.18181819,2,3
Lleyton Hewitt,40-0,.27272728,3,0
Lleyton Hewitt,40-15,.21428572,3,1
Lleyton Hewitt,40-30,.55555558,3,2
Lleyton Hewitt,40-40,.35294119,3,3
Lleyton Hewitt,40-50,.5,3,4
Lleyton Hewitt,50-40,0,4,3
Luca Vanni,0-0,.34285715,0,0
Luca Vanni,0-15,.33333334,0,1
Luca Vanni,0-30,.25,0,2
Luca Vanni,0-40,1,0,3
Luca Vanni,15-0,.52173913,1,0
Luca Vanni,15-15,.1,1,1
Luca Vanni,15-30,0,1,2
Luca Vanni,30-0,.45454547,2,0
Luca Vanni,30-15,.26086956,2,1
Luca Vanni,30-30,.27272728,2,2
Luca Vanni,30-40,0,2,3
Luca Vanni,40-0,.33333334,3,0
Luca Vanni,40-15,.21052632,3,1
Luca Vanni,40-30,.5,3,2
Luca Vanni,40-40,.30769232,3,3
Luca Vanni,40-50,.25,3,4
Luca Vanni,50-40,.11111111,4,3
Lucas Pouille,0-0,.22471911,0,0
Lucas Pouille,0-15,.44999999,0,1
Lucas Pouille,0-30,.22222222,0,2
Lucas Pouille,0-40,.5,0,3
Lucas Pouille,15-0,.24637681,1,0
Lucas Pouille,15-15,.42857143,1,1
Lucas Pouille,15-30,.36842105,1,2
Lucas Pouille,15-40,.25,1,3
Lucas Pouille,30-0,.28846154,2,0
Lucas Pouille,30-15,.25806451,2,1
Lucas Pouille,30-30,.34999999,2,2
Lucas Pouille,30-40,.38461539,2,3
Lucas Pouille,40-0,.35135135,3,0
Lucas Pouille,40-15,.30555555,3,1
Lucas Pouille,40-30,.20833333,3,2
Lucas Pouille,40-40,.51999998,3,3
Lucas Pouille,40-50,.38461539,3,4
Lucas Pouille,50-40,.33333334,4,3
Lukas Lacko,0-0,.16666667,0,0
Lukas Lacko,0-15,.5,0,1
Lukas Lacko,0-30,0,0,2
Lukas Lacko,15-0,.40000001,1,0
Lukas Lacko,15-15,.40000001,1,1
Lukas Lacko,15-30,.66666669,1,2
Lukas Lacko,15-40,.5,1,3
Lukas Lacko,30-0,.33333334,2,0
Lukas Lacko,30-15,.2,2,1
Lukas Lacko,30-30,.5,2,2
Lukas Lacko,30-40,0,2,3
Lukas Lacko,40-0,0,3,0
Lukas Lacko,40-15,.75,3,1
Lukas Lacko,40-30,.25,3,2
Lukas Lacko,40-40,.25,3,3
Lukas Lacko,40-50,0,3,4
Lukas Lacko,50-40,0,4,3
Lukas Rosol,0-0,.26530612,0,0
Lukas Rosol,0-15,.33333334,0,1
Lukas Rosol,0-30,.38461539,0,2
Lukas Rosol,0-40,.40000001,0,3
Lukas Rosol,15-0,.2962963,1,0
Lukas Rosol,15-15,.25862068,1,1
Lukas Rosol,15-30,.34782609,1,2
Lukas Rosol,15-40,.18181819,1,3
Lukas Rosol,30-0,.30263159,2,0
Lukas Rosol,30-15,.36363637,2,1
Lukas Rosol,30-30,.33333334,2,2
Lukas Rosol,30-40,.5,2,3
Lukas Rosol,40-0,.2264151,3,0
Lukas Rosol,40-15,.3888889,3,1
Lukas Rosol,40-30,.23404256,3,2
Lukas Rosol,40-40,.41025642,3,3
Lukas Rosol,40-50,.25,3,4
Lukas Rosol,50-40,.2173913,4,3
Lukasz Kubot,0-0,.27272728,0,0
Lukasz Kubot,0-15,1,0,1
Lukasz Kubot,0-30,0,0,2
Lukasz Kubot,15-0,.125,1,0
Lukasz Kubot,15-15,0,1,1
Lukasz Kubot,15-30,.33333334,1,2
Lukasz Kubot,15-40,0,1,3
Lukasz Kubot,30-0,.14285715,2,0
Lukasz Kubot,30-15,1,2,1
Lukasz Kubot,30-30,.25,2,2
Lukasz Kubot,30-40,.5,2,3
Lukasz Kubot,40-0,.33333334,3,0
Lukasz Kubot,40-15,.5,3,1
Lukasz Kubot,40-30,.5,3,2
Lukasz Kubot,40-40,.5714286,3,3
Lukasz Kubot,40-50,.5,3,4
Lukasz Kubot,50-40,.66666669,4,3
Luke Saville,0-0,.38461539,0,0
Luke Saville,0-15,0,0,1
Luke Saville,15-0,.375,1,0
Luke Saville,15-15,.25,1,1
Luke Saville,15-30,.5,1,2
Luke Saville,15-40,0,1,3
Luke Saville,30-0,.2,2,0
Luke Saville,30-15,.2857143,2,1
Luke Saville,30-30,0,2,2
Luke Saville,30-40,0,2,3
Luke Saville,40-0,.5,3,0
Luke Saville,40-15,.42857143,3,1
Luke Saville,40-30,0,3,2
Luke Saville,40-40,0,3,3
Luke Saville,50-40,.66666669,4,3
Malek Jaziri,0-0,.38181818,0,0
Malek Jaziri,0-15,.33333334,0,1
Malek Jaziri,0-30,.42857143,0,2
Malek Jaziri,0-40,.33333334,0,3
Malek Jaziri,15-0,.38235295,1,0
Malek Jaziri,15-15,.22222222,1,1
Malek Jaziri,15-30,.40000001,1,2
Malek Jaziri,15-40,.5,1,3
Malek Jaziri,30-0,.33333334,2,0
Malek Jaziri,30-15,.32142857,2,1
Malek Jaziri,30-30,.13333334,2,2
Malek Jaziri,30-40,.2,2,3
Malek Jaziri,40-0,.14285715,3,0
Malek Jaziri,40-15,.095238097,3,1
Malek Jaziri,40-30,.40000001,3,2
Malek Jaziri,40-40,.17647059,3,3
Malek Jaziri,40-50,0,3,4
Malek Jaziri,50-40,.2857143,4,3
Marcel Granollers,0-0,.41249999,0,0
Marcel Granollers,0-15,.33333334,0,1
Marcel Granollers,0-30,.090909094,0,2
Marcel Granollers,0-40,0,0,3
Marcel Granollers,15-0,.38297874,1,0
Marcel Granollers,15-15,.40000001,1,1
Marcel Granollers,15-30,.34615386,1,2
Marcel Granollers,15-40,.2,1,3
Marcel Granollers,30-0,.34482759,2,0
Marcel Granollers,30-15,.29411766,2,1
Marcel Granollers,30-30,.33333334,2,2
Marcel Granollers,30-40,.47058824,2,3
Marcel Granollers,40-0,.2631579,3,0
Marcel Granollers,40-15,.27586207,3,1
Marcel Granollers,40-30,.30769232,3,2
Marcel Granollers,40-40,.40625,3,3
Marcel Granollers,40-50,.46153846,3,4
Marcel Granollers,50-40,.42105263,4,3
Marco Chiudinelli,0-0,.45454547,0,0
Marco Chiudinelli,0-15,0,0,1
Marco Chiudinelli,15-0,.5,1,0
Marco Chiudinelli,15-15,.25,1,1
Marco Chiudinelli,15-30,0,1,2
Marco Chiudinelli,30-0,0,2,0
Marco Chiudinelli,30-15,.33333334,2,1
Marco Chiudinelli,30-30,0,2,2
Marco Chiudinelli,40-0,.33333334,3,0
Marco Chiudinelli,40-15,.60000002,3,1
Marco Chiudinelli,40-30,.14285715,3,2
Marco Chiudinelli,40-40,0,3,3
Marco Chiudinelli,50-40,0,4,3
Marcos Baghdatis,0-0,.33333334,0,0
Marcos Baghdatis,0-15,.54838711,0,1
Marcos Baghdatis,0-30,.47058824,0,2
Marcos Baghdatis,0-40,.5,0,3
Marcos Baghdatis,15-0,.27419356,1,0
